Glycan_ID	Glycan_Structure
G_92	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}
G_93	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}
G_94	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}
G_95	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}
G_96	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}
G_97	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}
G_98	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}
G_99	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}
G_100	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}
G_101	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}
G_102	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}
G_103	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}
G_104	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}
G_105	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}
G_106	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}
G_107	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}
G_108	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}
G_109	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_110	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_111	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_112	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_113	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_114	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}
G_115	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}
G_116	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}
G_117	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_118	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_119	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_120	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_121	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_122	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_123	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_124	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_125	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_126	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_127	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_128	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_129	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_130	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_131	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_132	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_133	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_134	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_135	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_136	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_137	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_138	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_139	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_140	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_141	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_142	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_143	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_144	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_145	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_146	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_147	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}
G_148	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_149	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_150	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_151	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_152	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_153	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_154	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_155	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_156	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_157	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}
G_158	{(b1-4)Man[{(a1-6)Man{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(b1-3)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}}
G_159	{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}
G_160	{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}
G_161	{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal}}]{(b1-2)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}
G_162	{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}
G_163	{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}
G_164	{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}
G_165	{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}
G_166	{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}
G_167	{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}
G_168	{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}
G_169	{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}
G_170	{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(b1-3)GlcA}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}
G_171	{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-3)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}
G_172	{(b1-4)Man[{(a1-6)Man[{(b1-6)GlcNAc{(b1-4)Gal{(a1-3)IdoA}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)NeuAc}}}}]{(a1-3)Man[{(b1-4)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}]{(b1-2)GlcNAc{(b1-4)Gal{(a2-6)Neu5Ac}}}}}
